longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
-73.97791,3.0,103.0,2.0,101.0,130
-73.98614,1.0,11.0,2.0,0.0,70
-73.98474,1.0,106.0,2.0,336.0,99
-73.94823,7.0,12.0,1.0,365.0,69
-73.95131,1.0,0.0,33.0,180.0,89
-73.98713,1.0,2.0,1.0,0.0,125
-73.98088,3.0,0.0,1.0,0.0,100
-73.92878,3.0,1.0,2.0,0.0,70
-73.94142,3.0,4.0,2.0,178.0,850
-73.9601,30.0,3.0,1.0,0.0,48
-73.99181,5.0,11.0,1.0,40.0,145
-73.93723,1.0,4.0,1.0,84.0,40
-73.98657,4.0,0.0,1.0,148.0,136
-73.92421,1.0,0.0,1.0,0.0,175
-73.9661,2.0,130.0,1.0,167.0,264
-73.98188,2.0,4.0,1.0,0.0,95
-74.00159,2.0,11.0,1.0,137.0,300
-73.9413,2.0,209.0,1.0,241.0,119
-73.93103,3.0,8.0,1.0,0.0,50
-73.94507,3.0,4.0,1.0,0.0,69
-73.95742,2.0,32.0,4.0,163.0,95
-73.92085,2.0,0.0,1.0,5.0,55
-73.9664,1.0,0.0,2.0,17.0,250
-74.00027,2.0,35.0,1.0,348.0,500
-73.94825,2.0,13.0,1.0,0.0,100
-73.97128,1.0,19.0,3.0,360.0,120
-73.95104,3.0,242.0,3.0,355.0,50
-73.93192,1.0,208.0,5.0,293.0,110
-73.93071,2.0,171.0,1.0,183.0,70
-73.99444,2.0,7.0,1.0,326.0,100
-73.99109,2.0,4.0,1.0,0.0,265
-73.89205,2.0,27.0,3.0,362.0,55
-73.9635,3.0,4.0,1.0,0.0,150
-74.00176,3.0,2.0,1.0,0.0,205
-73.93693,1.0,0.0,1.0,0.0,75
-73.93085,2.0,0.0,1.0,133.0,58
-73.98145,2.0,24.0,1.0,0.0,180
-73.98377,5.0,0.0,1.0,0.0,75
-73.94352,2.0,9.0,4.0,132.0,49
-73.90603,2.0,10.0,2.0,257.0,50
-73.9919,2.0,14.0,1.0,0.0,149
-73.95616,3.0,27.0,1.0,56.0,115
-73.97011,2.0,3.0,1.0,120.0,479
-73.95905,4.0,4.0,1.0,3.0,105
-73.94392,1.0,0.0,3.0,359.0,150
-73.92128,1.0,14.0,1.0,81.0,85
-73.92815,1.0,11.0,5.0,300.0,65
-73.98038,3.0,5.0,1.0,0.0,132
-73.98557,6.0,1.0,1.0,0.0,140
-73.90095,7.0,2.0,3.0,38.0,145
-73.99594,1.0,178.0,1.0,228.0,209
-73.9194,5.0,0.0,1.0,0.0,130
-73.93796,30.0,21.0,2.0,35.0,92
-73.80724,7.0,0.0,1.0,365.0,35
-73.94804,1.0,1.0,1.0,0.0,240
-73.95265,5.0,1.0,1.0,0.0,115
-73.92613,2.0,57.0,2.0,284.0,100
-73.9956,1.0,193.0,1.0,37.0,155
-73.96284,2.0,1.0,1.0,0.0,58
-73.97193,30.0,2.0,52.0,365.0,150
-73.95568,1.0,2.0,1.0,0.0,70
-73.92914,2.0,8.0,1.0,75.0,100
-73.96838,1.0,9.0,2.0,52.0,89
-73.90341,2.0,1.0,3.0,0.0,90
-73.92106,4.0,1.0,1.0,0.0,40
-73.99714,30.0,0.0,232.0,325.0,446
-73.98999,1.0,177.0,1.0,268.0,850
-73.9976,2.0,3.0,1.0,0.0,200
-73.9504,2.0,8.0,1.0,156.0,100
-73.94085,4.0,5.0,1.0,0.0,59
-73.77667,2.0,23.0,1.0,175.0,150
-73.93528,1.0,0.0,1.0,0.0,18
-73.9159,3.0,0.0,1.0,32.0,120
-73.97707,3.0,3.0,1.0,0.0,105
-73.9583,1.0,0.0,1.0,0.0,500
-73.8702,2.0,0.0,3.0,134.0,67
-73.98924,3.0,1.0,1.0,180.0,400
-73.98699,6.0,29.0,1.0,89.0,500
-73.96618,2.0,4.0,1.0,0.0,55
-73.94334,7.0,26.0,6.0,272.0,40
-73.93663,3.0,28.0,1.0,25.0,200
-73.83875,2.0,47.0,1.0,361.0,400
-73.90236,3.0,20.0,1.0,44.0,55
-73.95582,2.0,21.0,1.0,38.0,175
-73.9785,4.0,20.0,1.0,12.0,85
-73.93803,1.0,103.0,10.0,365.0,50
-73.99271,2.0,85.0,1.0,305.0,220
-73.95289,1.0,0.0,1.0,0.0,80
-73.98555,5.0,13.0,1.0,0.0,150
-73.98832,5.0,0.0,1.0,0.0,200
-73.99348,3.0,0.0,1.0,23.0,100
-73.92464,30.0,0.0,1.0,0.0,55
-73.98907,28.0,22.0,2.0,261.0,129
-73.94279,2.0,1.0,1.0,0.0,175
-73.98669,3.0,0.0,1.0,0.0,350
-73.94593,30.0,1.0,26.0,188.0,62
-73.79442,1.0,34.0,2.0,189.0,100
-74.00704,4.0,0.0,1.0,0.0,240
-73.92702,15.0,3.0,1.0,83.0,900
-73.99278,3.0,0.0,1.0,136.0,400
-73.95417,2.0,111.0,1.0,109.0,61
-73.95075,30.0,1.0,2.0,223.0,144
-74.00827,1.0,0.0,1.0,365.0,205
-73.96038,1.0,1.0,1.0,0.0,80
-73.93869,5.0,1.0,1.0,0.0,220
-73.95149,5.0,1.0,1.0,0.0,70
-73.94588,20.0,0.0,1.0,0.0,65
-74.00396,1.0,0.0,6.0,364.0,2010
-73.95046,3.0,67.0,3.0,345.0,100
-73.99998,14.0,0.0,1.0,0.0,375
-73.89678,2.0,73.0,1.0,318.0,90
-73.96383,4.0,63.0,1.0,257.0,190
-73.95759,30.0,1.0,87.0,344.0,159
-73.95311,7.0,6.0,4.0,0.0,85
-73.97723,1.0,9.0,1.0,0.0,130
-73.99678,30.0,7.0,1.0,365.0,850
-73.95489,7.0,116.0,1.0,308.0,55
-74.00591,1.0,103.0,1.0,239.0,90
-73.9475,2.0,4.0,6.0,365.0,25
-73.95995,2.0,11.0,1.0,64.0,148
-73.93163,4.0,125.0,2.0,11.0,50
-74.00358,30.0,5.0,2.0,69.0,85
-73.98407,1.0,5.0,1.0,0.0,350
-73.86585,4.0,0.0,1.0,365.0,70
-74.01211,2.0,70.0,1.0,339.0,109
-73.97298,2.0,13.0,2.0,158.0,375
-73.90735,1.0,127.0,5.0,52.0,50
-73.95386,2.0,60.0,1.0,0.0,115
-73.87193,2.0,34.0,2.0,120.0,90
-73.94073,2.0,4.0,1.0,0.0,110
-73.94288,5.0,33.0,1.0,28.0,250
-73.91388,2.0,10.0,1.0,44.0,65
-73.94548,2.0,104.0,3.0,97.0,40
-73.98706,4.0,7.0,1.0,62.0,380
-73.94933,2.0,178.0,1.0,255.0,83
-73.94665,7.0,12.0,1.0,0.0,110
-73.99573,21.0,1.0,1.0,31.0,424
-73.99107,1.0,14.0,9.0,349.0,60
-73.88346,3.0,3.0,1.0,85.0,125
-73.95747,2.0,19.0,2.0,0.0,75
-73.92535,7.0,0.0,1.0,0.0,27
-73.9338,30.0,5.0,4.0,292.0,35
-73.99924,30.0,0.0,8.0,333.0,499
-73.93605,5.0,1.0,1.0,0.0,105
-73.99676,3.0,29.0,2.0,190.0,89
-73.99118,2.0,10.0,1.0,218.0,200
-74.08552,2.0,4.0,7.0,37.0,40
-73.92263,1.0,9.0,1.0,0.0,54
-73.94508,1.0,0.0,1.0,365.0,750
-73.981,3.0,9.0,1.0,276.0,800
-73.95731,7.0,11.0,3.0,0.0,60
-73.80178,1.0,1.0,1.0,88.0,40
-73.95736,1.0,15.0,1.0,0.0,50
-73.99256,2.0,1.0,1.0,60.0,445
-73.957,4.0,34.0,1.0,90.0,126
-73.95677,28.0,3.0,1.0,0.0,75
-73.9823,1.0,5.0,1.0,0.0,135
-73.90751,2.0,1.0,1.0,99.0,100
-73.94719,5.0,27.0,1.0,88.0,180
-73.98454,3.0,57.0,1.0,157.0,165
-73.9988,1.0,17.0,1.0,175.0,295
-73.95003,3.0,3.0,1.0,0.0,200
-73.98664,2.0,1.0,1.0,0.0,149
-73.81531,1.0,1.0,18.0,365.0,135
-74.01183,2.0,37.0,1.0,222.0,93
-73.97493,1.0,2.0,1.0,0.0,113
-73.98079,1.0,1.0,1.0,0.0,250
-73.9762,1.0,0.0,14.0,362.0,500
-73.94201,2.0,60.0,9.0,109.0,49
-73.95055,30.0,4.0,3.0,340.0,70
-73.94661,1.0,1.0,6.0,41.0,109
-73.93442,4.0,0.0,1.0,0.0,200
-73.92066,3.0,1.0,2.0,188.0,115
-73.73366,15.0,92.0,5.0,356.0,50
-73.98057,2.0,25.0,1.0,0.0,75
-74.01746,2.0,20.0,1.0,349.0,40
-73.93428,1.0,0.0,8.0,359.0,139
-73.94331,2.0,0.0,1.0,6.0,180
-73.95426,2.0,8.0,1.0,0.0,80
-73.99665,1.0,4.0,1.0,0.0,128
-73.79387,2.0,32.0,2.0,315.0,450
-73.94247,30.0,13.0,16.0,330.0,135
-73.99062,3.0,7.0,1.0,49.0,199
-74.00675,1.0,0.0,1.0,0.0,250
-73.98208,3.0,16.0,1.0,241.0,285
-73.94589,1.0,3.0,1.0,0.0,60
-73.95166,2.0,54.0,1.0,50.0,99
-73.93952,2.0,1.0,1.0,0.0,130
-73.99053,5.0,13.0,1.0,0.0,180
-73.91702,7.0,0.0,1.0,0.0,80
-73.98145,10.0,0.0,1.0,64.0,235
-73.90435,1.0,1.0,1.0,178.0,140
-73.95805,30.0,0.0,6.0,364.0,63
-73.95441,2.0,100.0,3.0,365.0,80
-73.94146,3.0,6.0,4.0,246.0,100
-73.98635,15.0,1.0,1.0,0.0,90
-73.95695,30.0,19.0,1.0,0.0,45
-73.93631,1.0,0.0,1.0,29.0,60
-73.95175,1.0,9.0,1.0,90.0,350
-73.98361,3.0,14.0,1.0,3.0,199
-73.94684,1.0,6.0,1.0,0.0,85
-73.90977,2.0,20.0,1.0,0.0,40
-73.90009,1.0,0.0,1.0,88.0,140
-73.8113,4.0,20.0,1.0,329.0,108
-73.85345,1.0,5.0,4.0,317.0,89
-73.88025,3.0,137.0,1.0,286.0,46
-73.91455,3.0,17.0,1.0,0.0,40
-73.95804,1.0,0.0,1.0,0.0,82
-73.83628,1.0,0.0,1.0,89.0,150
-73.99662,1.0,21.0,30.0,133.0,199
-73.94315,7.0,0.0,1.0,0.0,50
-73.9548,1.0,0.0,1.0,0.0,250
-73.97723,7.0,2.0,1.0,31.0,499
-73.96178,1.0,9.0,1.0,29.0,85
-73.91375,2.0,1.0,10.0,361.0,50
-73.9722,30.0,1.0,96.0,280.0,196
-73.9847,3.0,1.0,1.0,0.0,253
-73.96597,2.0,5.0,1.0,0.0,180
-73.89299,2.0,33.0,2.0,327.0,38
-73.95732,2.0,35.0,1.0,312.0,22
-73.99707,2.0,0.0,1.0,365.0,1000
-73.88813,1.0,4.0,2.0,79.0,140
-73.96477,1.0,2.0,1.0,0.0,75
-73.99083,2.0,80.0,1.0,0.0,250
-73.95515,2.0,1.0,1.0,0.0,56
-73.93545,1.0,62.0,2.0,7.0,50
-73.98033,2.0,32.0,3.0,264.0,120
-73.98291,30.0,0.0,232.0,280.0,466
-73.94224,2.0,51.0,1.0,175.0,789
-73.95949,30.0,4.0,12.0,209.0,235
-73.94754,2.0,85.0,1.0,16.0,70
-73.94915,2.0,28.0,5.0,0.0,58
-73.99415,29.0,0.0,327.0,365.0,254
-73.9924,1.0,0.0,1.0,0.0,200
-73.99366,1.0,3.0,1.0,0.0,145
-73.96707,3.0,4.0,1.0,157.0,347
-73.95928,3.0,21.0,1.0,15.0,135
-73.94094,2.0,32.0,17.0,85.0,30
-73.98888,14.0,5.0,28.0,341.0,32
-73.91035,1.0,8.0,2.0,80.0,167
-73.97759,30.0,3.0,4.0,311.0,200
-73.83172,1.0,31.0,3.0,79.0,50
-73.95528,30.0,0.0,1.0,62.0,149
-73.9297,2.0,2.0,1.0,0.0,120
-73.8796,2.0,29.0,1.0,63.0,110
-73.79209,1.0,24.0,5.0,32.0,55
-73.90882,1.0,0.0,1.0,0.0,25
-73.96626,3.0,2.0,1.0,5.0,109
-73.94454,4.0,53.0,1.0,15.0,120
-73.98321,3.0,1.0,1.0,0.0,60
-73.94878,4.0,4.0,1.0,33.0,150
-73.94841,2.0,2.0,2.0,0.0,55
-73.81079,2.0,0.0,1.0,0.0,120
-73.81704,3.0,2.0,1.0,261.0,200
-73.94647,4.0,0.0,1.0,0.0,149
-73.96694,5.0,26.0,2.0,14.0,149
-73.98884,1.0,4.0,1.0,0.0,117
-73.98267,5.0,1.0,1.0,0.0,150
-73.92169,4.0,1.0,2.0,0.0,48
-73.96612,30.0,0.0,52.0,342.0,115
-73.95211,1.0,104.0,1.0,146.0,130
-74.00498,29.0,1.0,327.0,361.0,130
-73.96069,7.0,0.0,1.0,0.0,60
-73.93893,2.0,175.0,1.0,38.0,57
-73.96155,2.0,10.0,1.0,0.0,47
-73.9969,1.0,18.0,30.0,364.0,179
-73.99574,3.0,26.0,1.0,6.0,179
-73.99887,30.0,2.0,121.0,365.0,239
-73.98122,7.0,12.0,1.0,0.0,71
-73.9578,1.0,0.0,1.0,0.0,90
-73.92449,3.0,20.0,1.0,339.0,125
-73.97604,4.0,12.0,1.0,0.0,150
-73.9379,3.0,9.0,1.0,127.0,198
-73.9657,5.0,2.0,1.0,0.0,60
-73.98219,1.0,44.0,1.0,299.0,260
-73.85262,3.0,28.0,3.0,209.0,97
-73.95222,7.0,0.0,1.0,0.0,35
-73.98581,2.0,13.0,1.0,282.0,150
-74.01044,2.0,12.0,327.0,302.0,252
-73.91109,2.0,0.0,2.0,363.0,200
-73.94974,4.0,28.0,1.0,364.0,170
-73.94716,2.0,88.0,2.0,266.0,105
-73.95913,30.0,0.0,65.0,365.0,255
-73.99878,1.0,3.0,10.0,133.0,289
-73.95824,3.0,16.0,1.0,0.0,140
-73.97954,2.0,33.0,1.0,9.0,135
-73.94838,1.0,245.0,3.0,90.0,53
-73.98094,3.0,23.0,1.0,230.0,475
-73.97919,2.0,75.0,1.0,29.0,129
-73.99311,3.0,18.0,1.0,188.0,200
-73.97358,2.0,21.0,1.0,0.0,125
-73.94248,5.0,0.0,1.0,37.0,70
-73.94333,2.0,118.0,1.0,283.0,70
-73.93262,5.0,2.0,1.0,342.0,45
-73.97789,30.0,1.0,96.0,332.0,170
-73.95101,1.0,1.0,1.0,88.0,260
-73.95356,2.0,21.0,1.0,311.0,125
-73.81916,1.0,0.0,2.0,89.0,200
-73.95346,4.0,0.0,1.0,20.0,100
-73.98389,1.0,0.0,1.0,0.0,200
-73.96338,20.0,0.0,1.0,364.0,379
-74.0169,4.0,36.0,2.0,316.0,50
-73.94785,1.0,17.0,1.0,0.0,50
-73.97493,1.0,1.0,1.0,216.0,449
-73.79657,4.0,0.0,8.0,365.0,34
-73.94958,7.0,42.0,1.0,0.0,79
-73.99174,3.0,31.0,1.0,57.0,198
-73.97336,28.0,6.0,1.0,307.0,133
-73.96551,2.0,31.0,1.0,24.0,125
-73.91619,5.0,12.0,1.0,91.0,80
-73.98537,5.0,20.0,1.0,26.0,150
-73.93107,7.0,2.0,1.0,87.0,97
-73.95646,1.0,184.0,5.0,362.0,46
-73.98694,30.0,0.0,7.0,310.0,300
-73.98762,2.0,6.0,1.0,23.0,115
-73.99501,1.0,260.0,1.0,12.0,140
-73.82561,3.0,32.0,1.0,84.0,122
-73.95785,2.0,1.0,1.0,0.0,348
-73.99518,28.0,4.0,1.0,0.0,250
-73.85109,2.0,1.0,1.0,35.0,69
-73.99473,10.0,2.0,1.0,35.0,100
-73.98812,1.0,9.0,1.0,0.0,160
-73.96194,3.0,16.0,1.0,6.0,69
-73.98895,1.0,159.0,5.0,249.0,140
-73.95374,7.0,0.0,1.0,159.0,33
-73.96863,3.0,3.0,1.0,8.0,160
-73.90513,1.0,24.0,1.0,150.0,35
-73.98705,1.0,0.0,1.0,0.0,450
-73.95769,30.0,0.0,121.0,318.0,269
-73.95481,1.0,100.0,1.0,158.0,99
-73.95922,3.0,9.0,2.0,142.0,85
-73.94252,3.0,162.0,4.0,141.0,100
-73.98056,3.0,147.0,1.0,235.0,145
-73.9865,30.0,0.0,1.0,38.0,65
-73.89945,1.0,0.0,1.0,0.0,70
-73.97598,1.0,13.0,2.0,335.0,100
-73.89421,7.0,4.0,13.0,282.0,38
-73.98139,1.0,138.0,1.0,197.0,150
-73.95258,4.0,2.0,1.0,197.0,800
-73.94539,1.0,0.0,1.0,365.0,140
-73.98111,2.0,26.0,1.0,75.0,55
-73.79286,1.0,0.0,1.0,281.0,133
-73.91419,6.0,0.0,1.0,0.0,65
-73.99772,3.0,2.0,1.0,32.0,250
-73.94887,1.0,1.0,1.0,0.0,75
-73.95698,4.0,2.0,3.0,188.0,75
-73.95328,14.0,0.0,1.0,0.0,80
-73.93053,30.0,0.0,27.0,332.0,42
-74.01556,2.0,0.0,1.0,365.0,300
-73.93252,5.0,11.0,2.0,0.0,38
-73.9791,12.0,0.0,1.0,247.0,119
-73.97151,3.0,20.0,1.0,0.0,148
-73.98106,2.0,4.0,1.0,0.0,199
-73.95213,1.0,13.0,1.0,0.0,120
-73.95615,4.0,0.0,1.0,0.0,115
-73.93355,2.0,0.0,1.0,0.0,35
-73.99691,30.0,0.0,232.0,340.0,267
-74.01483,1.0,11.0,8.0,146.0,43
-73.94731,2.0,10.0,1.0,0.0,150
-73.94491,1.0,0.0,1.0,0.0,70
-73.93776,1.0,4.0,1.0,0.0,60
-73.93627,1.0,26.0,1.0,344.0,57
-73.99353,3.0,0.0,2.0,17.0,600
-73.97554,30.0,3.0,50.0,364.0,130
-73.9714,30.0,10.0,1.0,205.0,50
-73.95151,30.0,25.0,1.0,0.0,149
-73.83264,3.0,69.0,1.0,21.0,69
-73.91191,1.0,9.0,2.0,341.0,90
-73.91377,2.0,197.0,2.0,21.0,55
-73.98186,2.0,3.0,1.0,6.0,150
-73.96063,30.0,2.0,1.0,0.0,110
-73.95148,2.0,50.0,2.0,15.0,65
-73.89377,7.0,55.0,3.0,318.0,69
-73.9944,1.0,28.0,2.0,107.0,65
-73.92162,1.0,83.0,12.0,55.0,51
-73.98025,3.0,4.0,1.0,0.0,195
-73.98322,4.0,27.0,1.0,57.0,135
-73.92656,2.0,2.0,2.0,153.0,215
-73.94283,20.0,0.0,1.0,0.0,42
-73.9508,2.0,56.0,1.0,312.0,225
-73.90505,1.0,48.0,1.0,1.0,40
-73.98586,29.0,0.0,327.0,221.0,159
-73.98898,1.0,12.0,1.0,0.0,130
-73.9252,3.0,19.0,1.0,363.0,149
-73.98187,7.0,0.0,1.0,0.0,175
-73.94602,28.0,2.0,1.0,278.0,145
-73.9457,1.0,90.0,3.0,352.0,70
-73.95119,3.0,28.0,1.0,4.0,69
-73.99216,2.0,0.0,1.0,0.0,75
-73.97957,30.0,7.0,91.0,342.0,133
-73.95987,7.0,0.0,1.0,0.0,45
-73.97127,2.0,13.0,1.0,0.0,200
-73.93257,180.0,0.0,1.0,1.0,85
-73.91202,1.0,0.0,1.0,0.0,35
-73.92195,2.0,1.0,1.0,0.0,150
-73.94183,2.0,6.0,2.0,1.0,65
-73.94785,1.0,1.0,1.0,33.0,150
-73.99034,1.0,195.0,1.0,69.0,190
-73.94106,1.0,1.0,1.0,0.0,91
-73.92871,3.0,0.0,12.0,351.0,30
-73.97776,30.0,4.0,23.0,0.0,176
-73.92025,1.0,6.0,3.0,220.0,57
-73.99675,30.0,2.0,91.0,347.0,165
-73.85204,1.0,235.0,4.0,278.0,45
-73.94332,3.0,4.0,1.0,3.0,65
-73.95801,1.0,1.0,1.0,0.0,37
-73.96494,6.0,0.0,1.0,0.0,200
-74.03195,4.0,33.0,1.0,313.0,149
-73.97763,30.0,0.0,43.0,361.0,54
-73.98244,1.0,88.0,7.0,248.0,42
-73.98074,2.0,7.0,1.0,0.0,120
-73.96841,1.0,1.0,1.0,0.0,175
-73.73006,2.0,12.0,2.0,355.0,55
-73.83065,2.0,7.0,3.0,301.0,125
-73.99242,30.0,17.0,9.0,276.0,110
-73.95937,28.0,0.0,1.0,0.0,70
-73.88647,1.0,0.0,1.0,179.0,100
-73.96912,1.0,61.0,1.0,0.0,100
-73.99176,20.0,31.0,5.0,218.0,63
-73.95617,1.0,4.0,3.0,201.0,360
-73.94693,3.0,5.0,1.0,0.0,90
-73.97857,4.0,1.0,1.0,0.0,55
-73.95407,5.0,7.0,1.0,0.0,150
-73.94871,3.0,35.0,1.0,264.0,450
-73.98755,3.0,23.0,1.0,0.0,165
-74.01023,2.0,20.0,327.0,333.0,201
-74.00357,1.0,2.0,1.0,365.0,2400
-73.95411,2.0,31.0,1.0,40.0,57
-73.92855,2.0,2.0,1.0,163.0,70
-73.99542,1.0,0.0,3.0,362.0,150
-74.00142,1.0,0.0,12.0,23.0,1306
-73.93583,4.0,1.0,1.0,0.0,150
-73.95345,3.0,18.0,2.0,0.0,65
-73.96217,3.0,0.0,1.0,4.0,180
-73.92181,3.0,6.0,1.0,0.0,68
-73.94659,1.0,4.0,2.0,55.0,78
-73.9562,20.0,17.0,1.0,59.0,120
-73.93967,4.0,52.0,2.0,242.0,199
-73.96031,2.0,10.0,1.0,0.0,80
-73.95648,10.0,6.0,2.0,63.0,95
-73.93578,2.0,16.0,1.0,341.0,100
-73.94584,47.0,7.0,1.0,0.0,44
-74.00075,1.0,0.0,1.0,76.0,250
-73.95634,1.0,7.0,1.0,45.0,41
-73.97654,1.0,35.0,1.0,355.0,495
-73.92,2.0,10.0,1.0,3.0,120
-73.95901,4.0,2.0,1.0,0.0,185
-73.97026,30.0,5.0,91.0,311.0,150
-73.98762,2.0,35.0,1.0,93.0,139
-73.92553,30.0,1.0,3.0,4.0,35
-73.97221,1.0,2.0,1.0,0.0,168
-73.93744,3.0,4.0,1.0,0.0,45
-73.95243,1.0,102.0,2.0,91.0,185
-73.90987,2.0,38.0,1.0,0.0,50
-73.94261,5.0,52.0,2.0,323.0,120
-73.92343,1.0,99.0,9.0,341.0,50
-73.95813,1.0,115.0,3.0,359.0,90
-73.94972,2.0,20.0,1.0,0.0,85
-73.94199,1.0,21.0,2.0,0.0,250
-73.92513,2.0,21.0,1.0,0.0,65
-74.03598,5.0,31.0,1.0,151.0,135
-73.96667,28.0,1.0,49.0,257.0,714
-73.73323,3.0,0.0,2.0,365.0,45
-73.92143,3.0,5.0,1.0,39.0,150
-73.92912,3.0,1.0,1.0,0.0,35
-73.79045,1.0,96.0,1.0,31.0,99
-73.98365,2.0,18.0,1.0,0.0,135
-73.98273,1.0,1.0,1.0,0.0,110
-73.79494,1.0,2.0,5.0,361.0,95
-73.97322,3.0,19.0,3.0,0.0,110
-73.95144,1.0,0.0,1.0,0.0,99
-73.95868,2.0,7.0,1.0,363.0,249
-73.94135,2.0,4.0,1.0,364.0,125
-74.00434,2.0,3.0,1.0,0.0,198
-73.86089,2.0,11.0,2.0,89.0,90
-73.95632,6.0,3.0,1.0,93.0,399
-73.95,5.0,8.0,1.0,0.0,65
-73.96841,3.0,50.0,1.0,4.0,160
-73.97789,3.0,6.0,1.0,34.0,110
-73.98182,1.0,2.0,5.0,322.0,358
-73.94397,3.0,1.0,1.0,0.0,60
-73.98987,1.0,141.0,1.0,302.0,550
-73.9522,2.0,168.0,1.0,246.0,85
-73.94741,3.0,3.0,1.0,0.0,272
-73.94252,1.0,10.0,1.0,0.0,56
-73.95451,6.0,33.0,1.0,0.0,90
-73.95131,31.0,8.0,33.0,342.0,300
-74.01407,5.0,66.0,5.0,326.0,60
-74.00167,3.0,1.0,1.0,12.0,350
-73.98591,90.0,28.0,1.0,0.0,150
-73.94509,1.0,59.0,3.0,342.0,60
-73.9451,2.0,23.0,1.0,113.0,75
-73.97004,354.0,0.0,1.0,179.0,115
-74.00686,3.0,71.0,1.0,343.0,113
-73.98208,1.0,6.0,2.0,170.0,85
-74.01892,2.0,0.0,1.0,137.0,95
-73.98188,30.0,23.0,1.0,268.0,225
-74.01837,28.0,4.0,1.0,219.0,100
-73.94013,4.0,30.0,1.0,139.0,65
-73.95869,5.0,33.0,1.0,76.0,135
-73.94343,2.0,27.0,1.0,126.0,174
-73.95962,2.0,7.0,1.0,0.0,230
-73.95779,7.0,0.0,1.0,0.0,32
-73.98708,6.0,38.0,2.0,27.0,180
-73.95866,1.0,47.0,1.0,28.0,95
-73.99254,2.0,36.0,1.0,13.0,150
-73.95706,3.0,4.0,1.0,0.0,120
-73.94411,1.0,0.0,1.0,0.0,115
-73.94156,3.0,6.0,1.0,0.0,165
-73.97154,1.0,0.0,1.0,0.0,400
-73.95612,1.0,0.0,2.0,0.0,75
-73.93021,1.0,188.0,5.0,270.0,85
-73.9109,7.0,1.0,1.0,0.0,60
-73.94001,6.0,0.0,1.0,15.0,54
-74.00543,1.0,1.0,1.0,75.0,240
-73.8357,5.0,1.0,1.0,0.0,200
-73.91013,2.0,47.0,3.0,159.0,45
-74.00755,1.0,127.0,6.0,253.0,425
-73.95883,4.0,2.0,1.0,32.0,110
-73.99805,2.0,4.0,2.0,0.0,158
-73.94527,14.0,5.0,1.0,90.0,55
-73.91159,2.0,19.0,8.0,177.0,53
-73.90936,3.0,106.0,1.0,87.0,59
-73.96064,1.0,2.0,1.0,0.0,96
-73.94765,365.0,9.0,1.0,291.0,60
-73.76831,1.0,629.0,2.0,333.0,47
-73.94221,1.0,3.0,1.0,0.0,85
-73.95589,30.0,0.0,6.0,364.0,63
-73.94563,1.0,1.0,1.0,86.0,80
-73.95106,4.0,20.0,3.0,283.0,90
-73.95293,4.0,11.0,1.0,24.0,80
-73.77059,1.0,3.0,2.0,179.0,65
-73.94799,7.0,31.0,1.0,209.0,140
-73.92619,3.0,5.0,1.0,0.0,51
-73.93649,2.0,2.0,1.0,92.0,150
-73.95338,3.0,17.0,1.0,0.0,75
-73.8466,2.0,37.0,1.0,21.0,90
-73.9847,5.0,40.0,1.0,67.0,350
-73.91138,1.0,16.0,3.0,351.0,74
-73.9135,1.0,140.0,1.0,144.0,65
-73.845,5.0,1.0,1.0,94.0,167
-73.96604,1.0,2.0,2.0,0.0,90
-73.93866,2.0,18.0,1.0,209.0,89
-73.94854,1.0,32.0,2.0,351.0,125
-73.98523,1.0,0.0,1.0,0.0,139
-73.96619,7.0,140.0,1.0,32.0,131
-73.95532,2.0,1.0,1.0,350.0,160
-73.89071,1.0,6.0,1.0,341.0,75
-73.96269,1.0,4.0,1.0,0.0,69
-73.96401,5.0,14.0,1.0,188.0,300
-73.98882,3.0,86.0,3.0,68.0,156
-73.95303,1.0,3.0,1.0,0.0,150
-73.9644,1.0,8.0,1.0,283.0,74
-73.99035,6.0,1.0,1.0,0.0,224
-73.92996,4.0,0.0,1.0,22.0,60
-73.95443,3.0,76.0,3.0,253.0,38
-73.94887,2.0,12.0,1.0,7.0,125
-73.80125,30.0,0.0,1.0,326.0,45
-73.96844,1.0,0.0,1.0,0.0,59
-73.95127,5.0,5.0,4.0,267.0,150
-73.92161,2.0,0.0,1.0,365.0,349
-73.92781,4.0,41.0,2.0,100.0,100
-73.9525,15.0,3.0,1.0,135.0,70
-73.91173,30.0,2.0,5.0,365.0,34
-73.96215,1.0,14.0,4.0,0.0,87
-73.91251,5.0,12.0,3.0,354.0,80
-73.9664,30.0,16.0,1.0,3.0,180
-73.98959,2.0,46.0,5.0,341.0,78
-73.92804,4.0,2.0,1.0,0.0,99
-73.91702,1.0,1.0,1.0,179.0,200
-74.00626,2.0,3.0,1.0,82.0,500
-73.99171,1.0,0.0,1.0,0.0,75
-73.94639,30.0,0.0,2.0,173.0,500
-73.96514,3.0,63.0,1.0,0.0,56
-73.95985,1.0,3.0,1.0,0.0,195
-73.99435,30.0,3.0,10.0,338.0,250
-73.94718,2.0,1.0,1.0,83.0,60
-73.94512,3.0,32.0,13.0,74.0,149
-73.98032,5.0,1.0,3.0,0.0,95
-73.91385,3.0,47.0,2.0,176.0,99
-73.96307,4.0,1.0,1.0,9.0,140
