longitude,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
-73.9357,2.0,55.0,1.0,5.0,65
-73.98543,30.0,0.0,1.0,55.0,207
-73.83727,2.0,114.0,1.0,310.0,70
-73.86175,1.0,151.0,1.0,338.0,40
-73.96269,2.0,3.0,1.0,3.0,50
-73.9779,3.0,22.0,2.0,0.0,125
-73.95224,3.0,0.0,1.0,111.0,200
-73.93191,2.0,0.0,1.0,0.0,150
-73.93112,1.0,12.0,1.0,0.0,75
-74.01097,2.0,3.0,327.0,350.0,227
-74.00546,30.0,0.0,232.0,284.0,276
-73.93369,4.0,80.0,1.0,66.0,77
-73.96838,1.0,0.0,1.0,0.0,70
-73.93334,5.0,1.0,3.0,0.0,35
-73.9348,1.0,3.0,1.0,343.0,59
-73.94658,4.0,0.0,1.0,348.0,400
-73.96281,5.0,21.0,1.0,284.0,250
-73.97167,7.0,1.0,1.0,0.0,139
-73.98867,364.0,8.0,1.0,90.0,149
-73.92625,1.0,10.0,1.0,0.0,125
-73.87613,1.0,134.0,6.0,249.0,120
-73.98527,4.0,25.0,1.0,0.0,100
-73.83378,1.0,11.0,1.0,0.0,125
-73.91222,2.0,15.0,1.0,27.0,65
-73.92415,2.0,12.0,1.0,57.0,90
-73.9952,31.0,9.0,5.0,221.0,90
-73.94514,2.0,14.0,1.0,0.0,117
-73.9873,3.0,41.0,3.0,181.0,200
-73.95073,2.0,72.0,2.0,337.0,80
-73.99982,4.0,31.0,1.0,10.0,180
-73.96217,2.0,3.0,1.0,35.0,150
-73.98288,4.0,6.0,1.0,0.0,110
-73.94719,2.0,0.0,1.0,0.0,125
-73.98641,2.0,6.0,1.0,1.0,175
-73.99304,3.0,66.0,1.0,0.0,195
-73.98841,5.0,5.0,1.0,0.0,65
-73.98589,30.0,0.0,232.0,337.0,353
-73.96394,5.0,4.0,1.0,0.0,50
-73.97209,1.0,1.0,11.0,178.0,329
-74.1299,3.0,21.0,1.0,121.0,109
-73.98916,1.0,8.0,7.0,357.0,69
-73.984,1.0,323.0,1.0,276.0,109
-73.95691,3.0,4.0,2.0,180.0,99
-73.91404,1.0,24.0,1.0,167.0,45
-73.93463,5.0,0.0,1.0,0.0,160
-73.95321,1.0,133.0,1.0,43.0,65
-73.95234,4.0,5.0,2.0,284.0,275
-73.91787,1.0,4.0,2.0,341.0,65
-73.99683,7.0,1.0,1.0,0.0,999
-73.93703,1.0,2.0,10.0,341.0,299
-73.99263,3.0,1.0,1.0,68.0,209
-73.91789,2.0,1.0,1.0,364.0,77
-73.9662,5.0,9.0,1.0,0.0,79
-73.92749,2.0,7.0,1.0,36.0,100
-73.97638,3.0,17.0,1.0,0.0,325
-73.99568,2.0,6.0,1.0,0.0,125
-73.91635,3.0,0.0,2.0,365.0,100
-73.93628,2.0,30.0,1.0,172.0,285
-73.93623,1.0,4.0,1.0,0.0,51
-73.94837,2.0,11.0,1.0,0.0,75
-73.98618,1.0,0.0,1.0,0.0,175
-73.90041,1.0,85.0,2.0,340.0,120
-73.93323,4.0,23.0,1.0,8.0,64
-73.93501,3.0,0.0,1.0,0.0,69
-74.01509,3.0,0.0,1.0,0.0,150
-73.86632,1.0,102.0,3.0,362.0,75
-73.91974,1.0,0.0,1.0,0.0,69
-73.95137,2.0,21.0,1.0,88.0,225
-73.94484,5.0,0.0,1.0,156.0,200
-73.98633,13.0,0.0,1.0,0.0,150
-73.9186,2.0,31.0,2.0,77.0,44
-73.95493,2.0,85.0,3.0,171.0,45
-73.99746,1.0,166.0,2.0,71.0,110
-73.87756,1.0,1.0,2.0,355.0,77
-73.91427,2.0,1.0,1.0,0.0,120
-73.97959,1.0,1.0,1.0,0.0,120
-74.00812,30.0,1.0,96.0,335.0,155
-74.00303,29.0,26.0,1.0,12.0,115
-73.98455,1.0,0.0,1.0,0.0,350
-73.96185,2.0,5.0,1.0,0.0,115
-73.94664,3.0,129.0,1.0,237.0,399
-73.9834,2.0,3.0,2.0,0.0,220
-73.97191,2.0,1.0,1.0,177.0,260
-73.87537,2.0,1.0,1.0,0.0,29
-73.92799,30.0,7.0,1.0,137.0,38
-73.95254,3.0,1.0,1.0,0.0,40
-73.99305,2.0,7.0,1.0,0.0,155
-73.98908,4.0,16.0,1.0,56.0,200
-73.97853,5.0,1.0,1.0,0.0,138
-73.96655,30.0,0.0,33.0,364.0,200
-73.96127,2.0,32.0,1.0,20.0,90
-73.941,1.0,36.0,1.0,0.0,43
-73.93606,2.0,39.0,1.0,0.0,150
-73.99266,30.0,3.0,87.0,364.0,280
-73.96131,2.0,1.0,6.0,358.0,195
-73.99549,5.0,29.0,1.0,76.0,399
-73.91918,2.0,17.0,1.0,0.0,150
-74.00578,2.0,185.0,1.0,250.0,225
-73.95101,4.0,12.0,1.0,0.0,128
-73.95262,10.0,5.0,1.0,0.0,80
-73.88739,1.0,7.0,3.0,364.0,40
-73.95489,6.0,3.0,1.0,0.0,125
-73.95168,14.0,0.0,1.0,25.0,400
-74.00117,2.0,1.0,2.0,316.0,49
-73.96899,1.0,0.0,12.0,20.0,2103
-73.96948,2.0,4.0,1.0,171.0,235
-73.80603,1.0,0.0,1.0,0.0,85
-73.92145,7.0,1.0,1.0,68.0,120
-73.88328,1.0,18.0,1.0,153.0,45
-73.98889,30.0,4.0,96.0,365.0,160
-73.9741,2.0,20.0,2.0,268.0,1100
-74.00486,2.0,24.0,1.0,14.0,121
-73.98442,4.0,32.0,1.0,255.0,349
-73.93584,1.0,1.0,1.0,0.0,60
-73.94256,5.0,15.0,1.0,0.0,125
-73.94113,2.0,21.0,2.0,157.0,150
-73.986,3.0,12.0,6.0,179.0,99
-73.94493,1.0,78.0,1.0,84.0,200
-73.92115,3.0,0.0,1.0,0.0,75
-73.98184,2.0,32.0,1.0,76.0,150
-73.90774,3.0,0.0,2.0,364.0,65
-73.95345,1.0,26.0,1.0,69.0,200
-73.82948,7.0,19.0,12.0,251.0,40
-73.95176,31.0,0.0,33.0,345.0,250
-74.00495,3.0,8.0,1.0,83.0,325
-73.99814,2.0,6.0,1.0,73.0,199
-73.9402,2.0,18.0,1.0,0.0,100
-73.98366,4.0,7.0,1.0,37.0,100
-73.99917,3.0,4.0,1.0,0.0,189
-73.99604,3.0,28.0,1.0,128.0,360
-73.98295,2.0,2.0,1.0,0.0,125
-73.98841,30.0,2.0,1.0,337.0,185
-73.78433,1.0,0.0,4.0,44.0,600
-73.83195,1.0,71.0,3.0,83.0,50
-73.97376,7.0,0.0,1.0,0.0,175
-73.92027,1.0,0.0,1.0,55.0,59
-73.98595,75.0,6.0,3.0,0.0,100
-73.9474,1.0,0.0,1.0,81.0,50
-73.93953,5.0,1.0,1.0,89.0,175
-73.95033,2.0,51.0,2.0,231.0,150
-73.95636,1.0,5.0,2.0,138.0,61
-73.97963,2.0,11.0,1.0,3.0,124
-73.98938,5.0,0.0,1.0,0.0,126
-73.94196,1.0,16.0,2.0,345.0,80
-73.93562,1.0,0.0,1.0,0.0,100
-73.95713,1.0,3.0,1.0,0.0,100
-73.95211,1.0,60.0,1.0,148.0,250
-73.98474,7.0,1.0,1.0,0.0,175
-73.98104,30.0,0.0,1.0,0.0,99
-74.00658,30.0,3.0,96.0,312.0,170
-73.95521,17.0,0.0,1.0,0.0,45
-73.92996,30.0,13.0,2.0,280.0,99
-73.96227,2.0,0.0,1.0,0.0,175
-74.02375,2.0,1.0,1.0,0.0,50
-74.00324,30.0,0.0,232.0,280.0,334
-73.9837,1.0,28.0,17.0,362.0,129
-73.91546,1.0,5.0,2.0,0.0,100
-73.93461,2.0,1.0,1.0,0.0,300
-74.00122,6.0,2.0,1.0,0.0,145
-74.14388,2.0,2.0,1.0,158.0,80
-73.93674,5.0,5.0,1.0,0.0,68
-73.96153,30.0,46.0,11.0,317.0,95
-73.87661,2.0,2.0,1.0,3.0,40
-73.99327,1.0,2.0,3.0,0.0,150
-73.98557,2.0,1.0,1.0,31.0,180
-73.92093,1.0,0.0,1.0,0.0,55
-74.00615,4.0,10.0,1.0,0.0,200
-74.01342,1.0,0.0,2.0,0.0,102
-73.88298,3.0,44.0,1.0,126.0,90
-73.94792,1.0,1.0,1.0,32.0,90
-73.86977,2.0,2.0,2.0,0.0,70
-73.98864,35.0,0.0,1.0,58.0,200
-73.95857,2.0,9.0,1.0,0.0,100
-73.97344,1.0,36.0,2.0,180.0,120
-73.98347,3.0,16.0,1.0,0.0,150
-73.95359,90.0,0.0,1.0,365.0,55
-73.8684,4.0,0.0,6.0,150.0,55
-73.78471,1.0,41.0,1.0,67.0,70
-73.94808,1.0,3.0,1.0,0.0,110
-73.96057,30.0,1.0,1.0,0.0,93
-73.97519,1.0,19.0,2.0,85.0,60
-74.1728,2.0,20.0,2.0,229.0,75
-73.93033,1.0,0.0,1.0,341.0,80
-73.95725,30.0,21.0,1.0,1.0,60
-74.08423,1.0,12.0,2.0,0.0,50
-73.97638,1.0,76.0,1.0,245.0,215
-73.98167,5.0,0.0,1.0,0.0,350
-73.95536,14.0,27.0,1.0,312.0,180
-73.96812,4.0,4.0,1.0,0.0,190
-73.95039,1.0,11.0,1.0,0.0,100
-74.00389,30.0,0.0,1.0,96.0,70
-73.943,2.0,322.0,1.0,258.0,140
-73.99531,6.0,14.0,1.0,14.0,147
-73.94763,2.0,18.0,3.0,338.0,62
-73.96097,1.0,33.0,4.0,0.0,70
-73.91834,1.0,21.0,3.0,188.0,50
-73.95595,4.0,5.0,1.0,0.0,129
-73.85751,3.0,0.0,1.0,81.0,75
-73.8047,1.0,16.0,1.0,362.0,38
-74.01227,2.0,10.0,327.0,276.0,376
-73.93802,2.0,1.0,1.0,0.0,190
-73.99296,1.0,0.0,2.0,0.0,115
-73.98458,4.0,0.0,3.0,249.0,115
-73.93539,1.0,15.0,1.0,0.0,80
-73.93741,5.0,2.0,1.0,0.0,125
-74.00038,30.0,4.0,1.0,42.0,124
-73.99047,2.0,0.0,1.0,0.0,200
-73.96529,3.0,182.0,1.0,226.0,295
-73.9511,5.0,53.0,3.0,267.0,170
-74.08799,1.0,20.0,1.0,323.0,47
-73.96367,1.0,13.0,3.0,273.0,150
-73.94003,1.0,0.0,1.0,0.0,38
-73.90325,2.0,110.0,2.0,350.0,75
-73.96105,1.0,1.0,1.0,0.0,50
-73.96532,4.0,16.0,2.0,86.0,99
-73.97986,30.0,5.0,1.0,0.0,125
-73.94033,1.0,3.0,2.0,314.0,80
-73.99394,30.0,8.0,31.0,332.0,107
-73.96342,2.0,0.0,1.0,0.0,200
-73.91504,3.0,14.0,1.0,0.0,89
-73.94725,3.0,0.0,2.0,0.0,60
-73.93856,5.0,3.0,1.0,0.0,66
-73.99808,1.0,0.0,1.0,23.0,202
-73.99254,1.0,0.0,1.0,90.0,320
-73.95729,7.0,22.0,1.0,20.0,95
-73.99254,5.0,0.0,3.0,40.0,120
-73.89795,5.0,3.0,1.0,0.0,139
-73.95374,24.0,2.0,1.0,60.0,105
-73.98423,5.0,2.0,1.0,0.0,80
-73.94554,2.0,198.0,1.0,92.0,150
-73.96385,5.0,3.0,3.0,0.0,120
-73.96971,1.0,0.0,1.0,0.0,120
-73.95513,2.0,3.0,1.0,37.0,183
-73.93123,4.0,24.0,4.0,87.0,44
-73.95541,3.0,118.0,1.0,316.0,140
-73.95369,1.0,2.0,1.0,0.0,50
-74.00139,2.0,0.0,1.0,0.0,325
-74.01068,2.0,10.0,327.0,354.0,221
-73.98306,30.0,1.0,121.0,352.0,239
-73.94017,2.0,20.0,4.0,5.0,110
-73.99078,1.0,5.0,1.0,0.0,180
-73.96304,2.0,22.0,1.0,81.0,143
-73.99778,2.0,3.0,1.0,0.0,350
-74.01572,2.0,11.0,2.0,58.0,120
-73.95529,7.0,0.0,1.0,0.0,195
-73.92056,1.0,0.0,1.0,0.0,40
-73.97269,1.0,8.0,11.0,177.0,299
-73.76598,1.0,63.0,1.0,8.0,35
-73.96457,2.0,16.0,1.0,167.0,275
-73.95433,2.0,44.0,1.0,260.0,140
-73.95558,3.0,1.0,1.0,0.0,45
-73.94413,30.0,1.0,9.0,333.0,50
-73.86679,3.0,28.0,9.0,359.0,69
-74.00688,1.0,5.0,1.0,207.0,450
-73.98433,9.0,5.0,1.0,0.0,79
-73.95397,7.0,9.0,1.0,7.0,135
-73.99381,2.0,95.0,1.0,353.0,1000
-73.93666,3.0,120.0,2.0,214.0,132
-73.9747,3.0,1.0,1.0,0.0,95
-73.9466,4.0,0.0,1.0,0.0,175
-73.98607,10.0,6.0,1.0,280.0,169
-73.94936,1.0,0.0,1.0,0.0,50
-73.9891,30.0,0.0,3.0,365.0,70
-73.9337,2.0,147.0,3.0,0.0,60
-73.98098,2.0,29.0,1.0,0.0,250
-73.95451,2.0,1.0,1.0,189.0,60
-73.99103,4.0,0.0,1.0,57.0,69
-73.80724,1.0,0.0,6.0,7.0,35
-73.99061,30.0,12.0,12.0,251.0,99
-73.95629,10.0,2.0,1.0,40.0,149
-74.00094,2.0,146.0,1.0,259.0,180
-73.86511,1.0,6.0,6.0,361.0,37
-73.95726,2.0,14.0,3.0,0.0,45
-74.00178,7.0,3.0,1.0,0.0,105
-73.93236,1.0,73.0,9.0,279.0,54
-73.99901,1.0,173.0,1.0,271.0,183
-73.97927,30.0,1.0,1.0,311.0,120
-73.94968,7.0,1.0,1.0,16.0,200
-73.98519,5.0,0.0,1.0,0.0,120
-73.95193,9.0,3.0,1.0,0.0,80
-73.99847,2.0,28.0,2.0,0.0,45
-73.9472,1.0,74.0,3.0,290.0,99
-73.95593,3.0,20.0,1.0,2.0,90
-73.98022,2.0,2.0,1.0,0.0,40
-73.94207,1.0,22.0,5.0,334.0,140
-73.92692,3.0,0.0,12.0,359.0,30
-73.99844,3.0,2.0,1.0,0.0,175
-73.94469,7.0,13.0,6.0,310.0,39
-73.9028,30.0,0.0,1.0,333.0,79
-74.08907,4.0,19.0,7.0,346.0,35
-73.93267,3.0,14.0,1.0,251.0,90
-73.9617,5.0,3.0,1.0,0.0,275
-73.87785,30.0,24.0,1.0,303.0,26
-74.00059,15.0,1.0,1.0,179.0,199
-73.82244,1.0,74.0,4.0,56.0,48
-73.96289,29.0,0.0,96.0,243.0,204
-73.93213,3.0,1.0,1.0,0.0,90
-73.98023,1.0,0.0,1.0,0.0,300
-73.82882,2.0,6.0,1.0,311.0,250
-73.8976,1.0,13.0,1.0,89.0,150
-73.95457,5.0,8.0,1.0,0.0,53
-73.99329,5.0,0.0,1.0,0.0,400
-73.98021,4.0,12.0,1.0,0.0,110
-73.99183,7.0,1.0,1.0,0.0,55
-73.95016,1.0,2.0,1.0,138.0,75
-73.98695,2.0,11.0,2.0,6.0,175
-73.96796,4.0,2.0,1.0,0.0,120
-73.96145,2.0,24.0,1.0,0.0,250
-73.97139,1.0,73.0,1.0,65.0,40
-73.95437,4.0,58.0,2.0,17.0,146
-73.96446,5.0,0.0,1.0,0.0,60
-73.91487,30.0,29.0,3.0,246.0,46
-73.94309,1.0,7.0,2.0,172.0,62
-73.91081,2.0,2.0,1.0,0.0,120
-73.93686,2.0,45.0,1.0,123.0,75
-73.94478,7.0,28.0,1.0,285.0,195
-73.94435,6.0,1.0,1.0,35.0,90
-73.91824,3.0,6.0,1.0,339.0,110
-73.91008,1.0,0.0,1.0,0.0,30
-73.97108,2.0,16.0,1.0,29.0,165
-73.91879,30.0,1.0,17.0,365.0,50
-73.92192,4.0,4.0,2.0,8.0,49
-73.96098,2.0,31.0,2.0,23.0,199
-73.99985,3.0,9.0,1.0,0.0,195
-73.97321,1.0,0.0,1.0,0.0,124
-73.97512,2.0,43.0,2.0,328.0,995
-73.91458,1.0,1.0,1.0,0.0,80
-73.91735,2.0,1.0,1.0,56.0,54
-73.95615,1.0,60.0,2.0,195.0,45
-73.90442,1.0,2.0,2.0,169.0,40
-73.99574,4.0,1.0,3.0,0.0,115
-73.92243,14.0,0.0,1.0,0.0,60
-74.02676,1.0,2.0,1.0,356.0,200
-73.90495,2.0,1.0,1.0,0.0,55
-74.00504,2.0,24.0,4.0,315.0,70
-73.95438,4.0,10.0,1.0,0.0,43
-73.79513,2.0,0.0,2.0,69.0,275
-73.98544,30.0,0.0,232.0,265.0,302
-74.17117,1.0,34.0,2.0,0.0,25
-73.97615,29.0,0.0,327.0,339.0,200
-73.96793,30.0,5.0,1.0,296.0,100
-73.92702,2.0,2.0,3.0,358.0,70
-73.94889,3.0,3.0,1.0,0.0,90
-73.95452,5.0,4.0,3.0,324.0,80
-73.99923,4.0,0.0,1.0,0.0,120
-73.80417,1.0,66.0,4.0,0.0,38
-73.92635,30.0,2.0,1.0,250.0,100
-73.95679,1.0,0.0,1.0,0.0,143
-73.93193,2.0,26.0,4.0,29.0,135
-73.96029,4.0,7.0,1.0,0.0,195
-73.99747,2.0,0.0,1.0,0.0,395
-73.95997,1.0,40.0,2.0,99.0,55
-73.94917,4.0,1.0,1.0,0.0,70
-73.94304,1.0,0.0,1.0,0.0,50
-74.00749,3.0,1.0,1.0,365.0,385
-73.98723,2.0,57.0,3.0,149.0,150
-73.94123,2.0,14.0,1.0,3.0,60
-73.98965,1.0,0.0,1.0,0.0,295
-73.98099,2.0,0.0,1.0,0.0,250
-73.93444,30.0,14.0,5.0,334.0,68
-73.93903,1.0,216.0,4.0,194.0,165
-73.97249,1.0,0.0,1.0,0.0,92
-73.94297,2.0,9.0,1.0,0.0,80
-73.95786,5.0,15.0,1.0,60.0,450
-74.00146,2.0,1.0,1.0,0.0,250
-73.99562,7.0,10.0,1.0,43.0,150
-73.94014,1.0,12.0,1.0,325.0,450
-73.87925,1.0,0.0,1.0,0.0,65
-73.7834,2.0,19.0,1.0,0.0,55
-73.92074,3.0,8.0,1.0,326.0,60
-73.92106,5.0,0.0,1.0,0.0,75
-73.92958,2.0,4.0,1.0,0.0,73
-74.01657,14.0,0.0,2.0,63.0,71
-73.97283,5.0,0.0,1.0,6.0,300
-73.92627,2.0,18.0,1.0,24.0,50
-73.84503,14.0,0.0,1.0,0.0,100
-73.98508,30.0,11.0,1.0,363.0,200
-73.99534,4.0,25.0,1.0,38.0,95
-73.95468,1.0,2.0,5.0,309.0,179
-73.95922,2.0,2.0,1.0,0.0,300
-73.95949,1.0,1.0,1.0,0.0,185
-73.98612,2.0,22.0,1.0,365.0,99
-73.95828,4.0,0.0,1.0,0.0,50
-73.98827,30.0,7.0,25.0,274.0,260
-73.97785,3.0,81.0,2.0,42.0,100
-73.98787,2.0,70.0,4.0,307.0,275
-73.91896,3.0,9.0,4.0,365.0,72
-73.99508,6.0,1.0,1.0,3.0,179
-73.95408,3.0,4.0,1.0,0.0,250
-74.11749,2.0,25.0,3.0,306.0,37
-73.95117,20.0,0.0,1.0,0.0,125
-73.91874,1.0,5.0,1.0,1.0,35
-73.87911,1.0,21.0,5.0,71.0,50
-73.94499,7.0,0.0,3.0,0.0,49
-73.95564,2.0,8.0,1.0,0.0,60
-73.87469,1.0,65.0,3.0,83.0,51
-73.99405,1.0,6.0,2.0,42.0,85
-73.99128,4.0,17.0,1.0,0.0,400
-73.96499,1.0,17.0,1.0,31.0,100
-73.99335,3.0,44.0,1.0,48.0,288
-73.96101,1.0,5.0,1.0,165.0,215
-73.99782,30.0,0.0,8.0,294.0,399
-73.9633,30.0,14.0,1.0,108.0,120
-73.92843,1.0,0.0,1.0,0.0,65
-73.93011,3.0,54.0,1.0,83.0,125
-73.99692,2.0,2.0,1.0,0.0,50
-73.85812,2.0,42.0,4.0,227.0,49
-73.98071,1.0,11.0,1.0,0.0,100
-73.95831,1.0,29.0,4.0,18.0,80
-73.945,1.0,15.0,1.0,0.0,41
-73.98175,30.0,0.0,121.0,351.0,239
-73.94033,3.0,27.0,1.0,0.0,29
-73.87127,14.0,1.0,4.0,139.0,20
-73.8937,2.0,34.0,2.0,273.0,124
-73.95549,1.0,229.0,3.0,310.0,60
-74.00737,1.0,3.0,2.0,0.0,115
-73.99552,1.0,17.0,1.0,0.0,160
-73.95773,3.0,6.0,1.0,0.0,200
-73.92938,7.0,0.0,2.0,89.0,50
-73.98085,3.0,3.0,2.0,0.0,70
-74.0087,2.0,3.0,1.0,8.0,160
-73.98194,4.0,5.0,1.0,1.0,120
-73.98805,30.0,6.0,39.0,281.0,185
-73.99264,1.0,175.0,2.0,43.0,110
-73.97262,1.0,39.0,1.0,0.0,53
-73.94781,2.0,10.0,1.0,0.0,35
-73.96766,2.0,0.0,2.0,37.0,125
-73.98912,1.0,83.0,3.0,157.0,99
-73.97754,30.0,0.0,23.0,363.0,150
-73.94867,1.0,6.0,1.0,0.0,85
-73.98265,12.0,1.0,1.0,289.0,145
-73.83375,4.0,35.0,3.0,171.0,40
-73.96127,1.0,0.0,1.0,0.0,289
-73.99753,3.0,10.0,1.0,22.0,300
-73.99849,1.0,0.0,1.0,90.0,150
-73.93556,1.0,54.0,1.0,45.0,100
-73.98512,14.0,9.0,2.0,101.0,79
-73.99219,1.0,11.0,1.0,0.0,1495
-73.93098,7.0,2.0,1.0,0.0,50
-73.98524,3.0,3.0,1.0,0.0,133
-73.98097,30.0,100.0,1.0,3.0,73
-73.90924,3.0,0.0,2.0,150.0,99
-73.85331,1.0,34.0,1.0,347.0,50
-73.94819,3.0,41.0,1.0,0.0,100
-74.00761,3.0,0.0,4.0,220.0,299
-73.94277,3.0,0.0,3.0,0.0,350
-73.96259,1.0,1.0,1.0,0.0,60
-74.00039,1.0,0.0,1.0,0.0,150
-73.83052,1.0,4.0,2.0,179.0,89
-73.92244,2.0,1.0,2.0,157.0,55
-73.94166,2.0,73.0,2.0,136.0,60
-73.95582,1.0,37.0,1.0,5.0,200
-73.98939,1.0,17.0,3.0,212.0,69
-74.00511,4.0,1.0,1.0,108.0,200
-73.99095,1.0,259.0,1.0,2.0,79
-73.82096,1.0,91.0,1.0,90.0,69
-73.94332,1.0,245.0,3.0,336.0,60
-73.96926,1.0,16.0,1.0,0.0,65
-73.98188,2.0,63.0,1.0,210.0,299
-73.98948,1.0,10.0,1.0,163.0,350
-73.95523,1.0,73.0,1.0,334.0,62
-73.98879,1.0,50.0,6.0,362.0,70
-73.98098,1.0,4.0,1.0,225.0,280
-74.00029,2.0,1.0,1.0,0.0,89
-73.91421,1.0,0.0,1.0,179.0,60
-73.95622,5.0,2.0,1.0,24.0,55
-73.96116,30.0,1.0,32.0,325.0,60
-73.97795,4.0,7.0,2.0,0.0,119
-73.94417,3.0,1.0,1.0,0.0,90
-73.93993,2.0,2.0,3.0,15.0,59
-73.9965,3.0,26.0,1.0,1.0,170
-73.93931,20.0,0.0,1.0,0.0,28
-73.9815,7.0,12.0,2.0,58.0,39
-73.9154,5.0,0.0,1.0,0.0,37
-73.9961,29.0,0.0,327.0,324.0,189
-73.94672,90.0,1.0,1.0,3.0,100
-73.95449,2.0,12.0,1.0,0.0,133
-73.96679,30.0,1.0,1.0,139.0,585
-74.08406,4.0,26.0,8.0,315.0,32
-73.95616,30.0,0.0,7.0,364.0,88
-73.98558,5.0,109.0,2.0,21.0,90
-73.93602,1.0,16.0,2.0,169.0,55
-73.95133,30.0,0.0,2.0,211.0,115
-73.93933,30.0,0.0,14.0,364.0,64
-73.98476,1.0,6.0,1.0,9.0,67
-73.80145,1.0,4.0,1.0,0.0,50
-73.99019,2.0,1.0,3.0,0.0,195
-73.99427,3.0,3.0,1.0,54.0,425
-73.95604,30.0,4.0,29.0,341.0,118
-74.00242,2.0,19.0,2.0,15.0,180
-73.98043,1.0,8.0,7.0,52.0,150
-73.98625,30.0,0.0,232.0,239.0,240
-73.92851,3.0,75.0,1.0,316.0,125
-73.95853,15.0,30.0,1.0,85.0,105
-73.94517,1.0,23.0,3.0,316.0,94
-73.92112,2.0,32.0,1.0,57.0,125
-73.96378,5.0,25.0,1.0,0.0,247
-73.96897,200.0,92.0,1.0,140.0,110
-73.93113,2.0,5.0,1.0,0.0,150
-73.99039,3.0,68.0,1.0,88.0,150
-73.99081,2.0,3.0,1.0,0.0,400
-73.98261,1.0,96.0,1.0,324.0,129
-73.94729,2.0,13.0,1.0,224.0,300
-73.93933,1.0,2.0,1.0,316.0,200
-73.94267,2.0,16.0,1.0,8.0,100
-73.94919,5.0,4.0,1.0,21.0,55
-73.9493,1.0,1.0,1.0,0.0,36
-73.96539,2.0,4.0,1.0,0.0,75
-73.98386,2.0,8.0,1.0,29.0,250
-73.94907,12.0,2.0,1.0,0.0,50
-74.00764,10.0,2.0,1.0,0.0,150
-73.96163,1.0,15.0,1.0,0.0,100
-73.99182,30.0,0.0,121.0,184.0,109
-73.99493,1.0,0.0,1.0,0.0,250
-73.94939,10.0,4.0,3.0,345.0,62
-73.93124,2.0,2.0,2.0,0.0,75
-73.94902,2.0,43.0,2.0,114.0,114
-73.95289,3.0,18.0,1.0,1.0,130
-73.9681,6.0,5.0,1.0,92.0,350
-73.96812,3.0,7.0,2.0,0.0,43
-73.92486,2.0,6.0,2.0,0.0,37
-73.96507,5.0,1.0,1.0,0.0,130
-73.91169,5.0,0.0,3.0,83.0,55
-73.87067,2.0,169.0,4.0,306.0,39
-73.96244,2.0,2.0,1.0,0.0,110
-73.91992,1.0,82.0,1.0,46.0,85
-73.95305,30.0,7.0,3.0,310.0,76
-73.94471,29.0,10.0,1.0,205.0,110
-73.99775,30.0,21.0,1.0,154.0,180
-73.98602,2.0,95.0,1.0,0.0,425
-73.92333,14.0,2.0,1.0,67.0,80
-73.91134,30.0,51.0,1.0,202.0,120
-73.98436,20.0,4.0,1.0,8.0,70
-73.98667,2.0,177.0,2.0,235.0,189
-74.17388,2.0,7.0,1.0,0.0,41
-73.97543,3.0,11.0,1.0,0.0,174
-73.96398,3.0,6.0,1.0,0.0,189
-73.98103,3.0,6.0,1.0,63.0,160
-73.92258,5.0,32.0,4.0,350.0,61
-73.9916,21.0,0.0,1.0,0.0,160
-73.95376,2.0,250.0,1.0,307.0,500
-74.00493,2.0,0.0,1.0,0.0,220
-73.9225,2.0,0.0,1.0,255.0,70
-73.85819,5.0,0.0,1.0,55.0,69
-73.88561,1.0,6.0,1.0,89.0,70
-73.95206,2.0,81.0,1.0,63.0,150
-73.97971,2.0,78.0,1.0,314.0,145
-73.96062,2.0,2.0,1.0,0.0,70
-73.96221,7.0,0.0,1.0,235.0,120
-73.96598,30.0,7.0,3.0,37.0,158
-74.08399,1.0,108.0,1.0,319.0,125
-74.0082,2.0,6.0,1.0,1.0,165
-74.00162,3.0,0.0,1.0,0.0,100
-73.98312,30.0,4.0,11.0,365.0,2000
-73.92824,3.0,24.0,1.0,265.0,298
-73.96568,4.0,1.0,1.0,341.0,100
-73.90905,2.0,113.0,3.0,293.0,144
-73.82791,1.0,5.0,5.0,179.0,60
-73.97474,1.0,0.0,1.0,0.0,900
-73.9573,10.0,0.0,1.0,0.0,100
-73.9229,1.0,54.0,2.0,197.0,70
-73.97944,3.0,0.0,1.0,180.0,300
-73.96139,1.0,1.0,4.0,4.0,57
-73.93743,3.0,0.0,2.0,0.0,150
-73.97719,2.0,39.0,1.0,246.0,160
-73.92666,3.0,1.0,1.0,0.0,99
-73.98342,1.0,1.0,2.0,0.0,65
-73.96586,5.0,6.0,1.0,188.0,225
-73.91946,3.0,92.0,3.0,171.0,50
-73.76929,5.0,28.0,5.0,365.0,55
-73.93461,1.0,0.0,8.0,321.0,89
-73.91487,2.0,8.0,10.0,356.0,60
-73.94036,2.0,43.0,1.0,134.0,50
-73.9829,30.0,0.0,121.0,345.0,369
-73.92102,1.0,31.0,1.0,0.0,95
-73.96132,1.0,4.0,2.0,135.0,45
-73.94913,1.0,5.0,1.0,55.0,75
-73.95107,2.0,17.0,1.0,0.0,115
-73.92179,30.0,0.0,103.0,245.0,38
-73.93753,30.0,9.0,3.0,319.0,110
-73.98631,2.0,2.0,1.0,0.0,63
